"destination","commercial.flag","city","region","country","fligh.direction","flight.type","date","date.year","nbr.of.passengers","cargo.weight","nbr.of.flights","seat.capacity"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2009-11-01,2009,425,0,5,644
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2009-10-01,2009,881,0,9,1155
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2010-06-01,2010,730,0,12,1356
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2011-04-01,2011,84,0,1,131
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2007-03-01,2007,245,0,2,241
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2010-06-01,2010,0,0,1,145
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2007-03-01,2007,0,0,2,386
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2011-10-01,2011,20687,29966,155,25303
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2007-04-01,2007,17270,137322,200,23586
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2009-11-01,2009,11687,0,120,15366
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2010-06-01,2010,13140,0,120,15877
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2010-04-01,2010,9204,0,102,13898
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2008-10-01,2008,13375,115333,162,20107
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2009-10-01,2009,13879,0,150,19302
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2010-06-01,2010,11674,0,119,15756
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2011-05-01,2011,0,0,1,184
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2008-01-01,2008,141,0,1,180
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2009-12-01,2009,0,0,1,121
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2012-04-01,2012,15538,15948,105,19908
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2012-03-01,2012,13767,17517,93,15957
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2011-01-01,2011,12975,13887,149,20057
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2011-07-01,2011,17038,26517,148,23325
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2008-04-01,2008,11934,129274,153,20836
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2009-04-01,2009,10510,111276,148,17220
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2009-10-01,2009,15581,0,147,19302
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2009-12-01,2009,10245,0,115,14179
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2010-10-01,2010,14472,0,124,16704
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2012-04-01,2012,14744,13121,105,19908
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2011-10-01,2011,18871,37019,155,25303
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2011-05-01,2011,18985,30759,155,26066
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2007-01-01,2007,9711,76510,183,18364
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2008-03-01,2008,11346,143524,157,16563
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2008-01-01,2008,8027,97020,159,18751
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2008-11-01,2008,11211,138978,160,17446
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2008-12-01,2008,10348,53537,140,15150
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2008-08-01,2008,12127,131576,164,18249
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2009-08-01,2009,158,0,2,180
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2011-02-01,2011,0,0,1,0
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2007-06-01,2007,0,0,1,168
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2007-12-01,2007,82,0,2,334
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2008-05-01,2008,3,0,2,162
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2012-05-01,2012,16800,12281,110,25011
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2011-12-01,2011,13349,30011,136,21708
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2011-02-01,2011,11567,19809,137,18109
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2007-05-01,2007,18206,129092,209,26107
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2007-10-01,2007,19416,140999,190,25549
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2008-03-01,2008,11026,125127,158,16669
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2008-07-01,2008,11457,99790,159,19175
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2008-06-01,2008,12607,154511,155,20352
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2008-09-01,2008,15156,115508,154,20115
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2009-03-01,2009,8763,132415,150,16794
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2009-08-01,2009,15245,0,132,16186
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2010-09-01,2010,13806,0,119,16041
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2007-08-01,2007,15511,103372,186,21538
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2009-03-01,2009,9000,103630,154,16794
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2009-04-01,2009,10764,100439,149,17220
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2009-06-01,2009,11526,94151,153,17150
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2010-05-01,2010,12732,0,123,16321
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2011-10-01,2011,180,0,1,189
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2011-05-01,2011,0,0,1,180
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2008-03-01,2008,0,0,1,112
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2012-02-01,2012,11093,12752,85,16076
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2011-05-01,2011,19230,18219,155,26125
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2008-05-01,2008,14810,99991,159,22988
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2008-02-01,2008,8584,125338,146,15087
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2008-12-01,2008,8861,75186,138,15150
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2008-08-01,2008,14841,101915,160,18249
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2009-06-01,2009,11973,113798,150,17150
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2009-07-01,2009,11913,108020,138,15889
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2010-07-01,2010,12146,0,123,15367
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2010-01-01,2010,10349,0,114,14091
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2007-04-01,2007,17156,98702,198,23446
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2007-12-01,2007,11296,115744,154,17847
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2007-07-01,2007,16515,97382,186,20018
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2010-11-01,2010,15203,0,149,20127
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2009-08-01,2009,12656,0,137,16186
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2009-09-01,2009,14716,0,152,18742
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2010-12-01,2010,14054,0,139,18496
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2010-03-01,2010,10402,0,123,15884
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2010-07-01,2010,0,5172,1,0
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2009-08-01,2009,0,0,1,180
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2009-09-01,2009,0,0,1,184
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2011-06-01,2011,18054,27968,147,23741
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2011-03-01,2011,15764,20659,155,20773
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2007-03-01,2007,16364,111372,205,23100
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2007-09-01,2007,19181,176476,184,24795
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2010-02-01,2010,8210,0,97,11963
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2012-02-01,2012,12076,7138,85,16126
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2011-11-01,2011,16226,45057,146,23860
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2011-08-01,2011,18031,42224,148,23902
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2011-03-01,2011,16279,27227,155,20779
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2007-10-01,2007,17031,99127,190,25497
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2007-09-01,2007,18845,131361,185,24944
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2008-02-01,2008,9017,104454,146,15087
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2008-06-01,2008,12739,87171,158,20352
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2010-10-01,2010,12912,0,125,16843
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2010-04-01,2010,9437,0,102,13898
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2011-10-01,2011,181,0,1,189
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2012-01-01,2012,177,781,1,184
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2011-03-01,2011,195,0,2,216
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2009-09-01,2009,0,0,1,0
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2011-03-01,2011,145,0,2,170
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2010-06-01,2010,0,0,1,184
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2011-11-01,2011,16242,37765,146,23910
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2011-09-01,2011,19686,32046,150,24120
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2012-01-01,2012,15658,20311,134,21279
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2011-08-01,2011,20126,26868,148,23874
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2007-06-01,2007,16870,134554,189,22347
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2007-08-01,2007,18662,126691,185,21613
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2008-01-01,2008,10632,117465,157,18382
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2008-10-01,2008,16078,106761,159,20107
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2010-11-01,2010,15440,0,149,20127
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2010-12-01,2010,12538,0,139,18524
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2011-09-01,2011,19043,38154,150,24120
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2011-01-01,2011,10953,29507,150,20156
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2011-06-01,2011,17012,35835,147,23750
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2007-03-01,2007,16347,191316,207,23057
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2008-09-01,2008,15057,103726,158,20115
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2009-01-01,2009,7130,101055,153,16133
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2009-02-01,2009,6675,110263,132,13416
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2009-11-01,2009,11161,530,122,15366
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2010-09-01,2010,13947,0,119,16041
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2007-07-01,2007,0,0,1,156
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2007-02-01,2007,0,0,1,131
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2007-12-01,2007,80,0,1,189
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2008-01-01,2008,117,0,2,366
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2007-11-01,2007,12006,113353,153,17425
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2007-12-01,2007,9444,142223,155,17993
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2010-03-01,2010,10150,0,123,15884
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2010-05-01,2010,12811,0,123,16321
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2012-05-01,2012,16342,13373,110,21219
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2012-03-01,2012,14198,12364,93,15957
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2011-12-01,2011,15367,50784,135,21560
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2011-07-01,2011,19187,37393,148,23331
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2011-04-01,2011,17755,36596,149,23353
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2011-02-01,2011,12074,29289,138,18248
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2007-02-01,2007,11947,108097,178,17777
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2007-05-01,2007,18991,108194,209,26166
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2009-05-01,2009,13150,69326,157,19206
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2009-07-01,2009,13503,83707,142,15901
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2009-12-01,2009,10761,0,114,13874
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2010-07-01,2010,13289,0,123,15367
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2010-08-01,2010,12492,0,125,17518
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2010-02-01,2010,8177,0,97,11963
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2010-01-01,2010,8142,0,113,13802
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2007-09-01,2007,124,0,1,149
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Non Scheduled",2010-08-01,2010,158,0,1,180
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Non Scheduled",2007-01-01,2007,0,0,1,50
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2012-06-01,2012,16534,16059,107,20575
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2011-04-01,2011,16819,30761,149,22793
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2007-07-01,2007,15163,180599,188,20137
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2007-01-01,2007,12892,104812,184,18424
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2007-02-01,2007,11626,137486,179,17854
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2008-11-01,2008,12428,161528,154,17446
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2009-01-01,2009,9869,79170,150,16133
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2009-02-01,2009,6627,121941,130,13416
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2009-05-01,2009,12729,104365,157,19206
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2009-09-01,2009,15050,0,149,18926
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Outgoing","Scheduled",2010-08-01,2010,15253,0,124,17409
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2012-06-01,2012,15829,12330,107,20512
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2012-01-01,2012,11783,39620,135,21427
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2007-06-01,2007,16492,130347,189,22212
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2007-11-01,2007,11489,69091,152,17371
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2008-04-01,2008,13430,115767,154,20836
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2008-05-01,2008,14210,150097,163,22876
"Amsterdam","Commercial","Amsterdam","","The Netherlands","Incoming","Scheduled",2008-07-01,2008,12686,125812,163,19317
"Ancona","Commercial","Ancona","","Italy","Outgoing","Non Scheduled",2007-04-01,2007,0,0,1,0
"Ancona","Commercial","Ancona","","Italy","Incoming","Non Scheduled",2011-02-01,2011,0,0,1,0
"Ankara/Esenboga","Commercial","Ankara","","Turkey","Outgoing","Non Scheduled",2010-03-01,2010,177,0,1,188
"Ankara/Esenboga","Commercial","Ankara","","Turkey","Outgoing","Non Scheduled",2010-11-01,2010,182,0,1,189
"Ankara/Esenboga","Commercial","Ankara","","Turkey","Outgoing","Non Scheduled",2008-06-01,2008,0,0,1,0
